1; 2015-07-11 16:07:00.897300; 11389; 
2; 2015-07-11 16:07:02.291200; 11389; 
3; 2015-07-11 16:07:03.832200; 11389; 
4; 2015-07-11 16:07:05.334400; 11389; 
5; 2015-07-11 16:07:06.867500; 11389; 
6; 2015-07-11 16:07:08.384200; 11389; 
7; 2015-07-11 16:07:31.222300; 11389; 
8; 2015-07-11 16:07:32.739200; 11389; 
9; 2015-07-11 16:07:34.134000; 11389; 
10; 2015-07-11 16:07:35.748600; 11389; 
11; 2015-07-11 16:07:37.293600; 11389; 
12; 2015-07-11 16:07:39.018800; 11389; 
13; 2015-07-11 16:07:40.464900; 11389; 
14; 2015-07-11 16:07:41.929600; 11389; 
15; 2015-07-11 16:07:43.402300; 11389; 
16; 2015-07-11 16:07:44.819100; 11389; 
17; 2015-07-11 16:07:46.481100; 11389; 
18; 2015-07-11 16:07:47.898800; 11389; 
19; 2015-07-11 16:07:49.378300; 11389; 
20; 2015-07-11 16:07:50.858100; 11389; 
21; 2015-07-11 16:07:52.398300; 11389; 
22; 2015-07-11 16:07:53.944000; 11389; 
23; 2015-07-11 16:07:55.414900; 11389; 
24; 2015-07-11 16:07:56.926600; 11389; 
25; 2015-07-11 16:07:58.396400; 11389; 
26; 2015-07-11 16:07:59.900100; 11389; 
27; 2015-07-11 16:08:01.349500; 11389; 
