1; 2015-07-14 17:58:24.284300; 11519; 
2; 2015-07-14 17:58:25.903300; 11519; 
3; 2015-07-14 17:58:27.388500; 11519; 
4; 2015-07-14 17:58:29.004500; 11519; 
5; 2015-07-14 17:58:30.991900; 11519; 
6; 2015-07-14 17:58:32.608700; 11519; 
7; 2015-07-14 17:58:34.155600; 11519; 
8; 2015-07-14 17:58:35.608400; 11519; 
9; 2015-07-14 17:58:37.144200; 11519; 
10; 2015-07-14 17:58:38.992200; 11519; 
11; 2015-07-14 17:58:40.484200; 11519; 
12; 2015-07-14 17:58:41.960000; 11519; 
13; 2015-07-14 17:58:43.517600; 11519; 
14; 2015-07-14 17:58:44.996200; 11519; 
15; 2015-07-14 17:58:46.543000; 11519; 
16; 2015-07-14 17:58:48.151600; 11519; 
17; 2015-07-14 17:58:49.668500; 11519; 
18; 2015-07-14 17:58:51.286600; 11519; 
19; 2015-07-14 17:58:53.019400; 11519; 
20; 2015-07-14 17:58:55.092300; 11519; 
21; 2015-07-14 17:58:56.550100; 11519; 
22; 2015-07-14 17:58:58.077200; 11519; 
23; 2015-07-14 17:59:00.055300; 11519; 
24; 2015-07-14 17:59:01.718400; 11519; 
25; 2015-07-14 17:59:03.268400; 11519; 
26; 2015-07-14 17:59:04.854500; 11519; 
27; 2015-07-14 17:59:06.505200; 11519; 
28; 2015-07-14 17:59:08.362600; 11519; 
29; 2015-07-14 17:59:09.900200; 11519; 
30; 2015-07-14 17:59:11.489600; 11519; 
31; 2015-07-14 17:59:12.975600; 11519; 
32; 2015-07-14 17:59:14.611200; 11519; 
33; 2015-07-14 17:59:16.178700; 11519; 
34; 2015-07-14 17:59:17.763900; 11519; 
35; 2015-07-14 17:59:19.198000; 11520; 
36; 2015-07-14 17:59:20.856700; 11520; 
37; 2015-07-14 17:59:22.387400; 11521; 
38; 2015-07-14 17:59:24.008300; 11521; 
39; 2015-07-14 17:59:25.538100; 11521; 
40; 2015-07-14 17:59:26.991400; 11522; 
41; 2015-07-14 17:59:28.565400; 11522; 
42; 2015-07-14 17:59:30.148000; 11522; 
43; 2015-07-14 17:59:31.629400; 11522; 
44; 2015-07-14 17:59:33.064000; 11523; 
45; 2015-07-14 17:59:35.450500; 11523; 
46; 2015-07-14 17:59:36.990400; 11523; 
47; 2015-07-14 17:59:38.467200; 11522; 
48; 2015-07-14 17:59:39.990600; 11522; 
49; 2015-07-14 17:59:41.550300; 11522; 
50; 2015-07-14 17:59:43.056500; 11523; 
51; 2015-07-14 17:59:44.505800; 11523; 
52; 2015-07-14 17:59:46.159800; 11522; 
53; 2015-07-14 17:59:47.685100; 11522; 
54; 2015-07-14 17:59:49.136500; 11523; 
55; 2015-07-14 17:59:50.557500; 11523; 
56; 2015-07-14 17:59:52.172300; 11526; 
57; 2015-07-14 17:59:53.754800; 11526; 
58; 2015-07-14 17:59:55.404900; 11526; 
59; 2015-07-14 17:59:56.986000; 11526; 
60; 2015-07-14 17:59:58.443200; 11525; 
61; 2015-07-14 17:59:59.895800; 11525; 
